tweet_id,timestamp,source,rating,name,type,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,1.2,Earl,,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,16439,68152
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,1.3,Lola,,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,6096,28514
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,1.3,Kevin,,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,5100,24765
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,1.4,,,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,5856,27478
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,1.2,Yogi,doggo,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,3128,20771
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,1.2,Noah,,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,3586,22349
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,0.5,Bella,,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,10407,46860
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,1.3,Grizzwald,floofer,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,3825,22986
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,1.3,,,2,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,6949,37914
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,1.3,Rusty,,1,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,4122,24445
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,1.2,Gus,pupper,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,5134,28903
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,1.3,Stanley,,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,6342,28382
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,1.3,Alfy,,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,12118,45880
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,1.2,Rey,,1,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,3533,24773
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,1.3,Gary,,1,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,11099,51522
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,1.4,,pupper,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,16570,50199
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,1.2,,,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,3989,21734
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,1.2,Bella,,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,6546,29075
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,1.2,Jesse,,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,4436,27640
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,1.1,,,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,4533,28150
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,1.3,Romeo,,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,3642,22667
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,1.2,Bailey,,1,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,3323,23822
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,1.3,Duddles,,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,45849,107956
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,1.3,Beau,,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,2812,19317
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,1.3,Snoopy,puppo,2,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,4319,19763
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,1.3,Shadow,,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,1349,7913
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,1.4,Emmy,,1,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,7181,42876
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,1.3,Aja,,2,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,17300,71144
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,1.2,Penny,,1,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,3994,23258
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,1.3,Dante,,1,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,5414,27907
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,1.2,Nelly,,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,5880,27755
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,1.2,Ginger,pupper,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,3506,21125
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,1.3,Benedict,,1,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,2511,19163
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,1.3,Venti,,1,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,4903,28490
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,1.3,Goose,,1,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,4497,25773
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,1.3,Nugget,,1,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,5081,22185
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,1.2,,,2,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,4922,26022
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,1.2,Cash,,1,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,4875,28439
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,1.3,Jed,pupper,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,4308,26651
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,1.2,,,1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,4125,23134
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,1.3,Sebastian,puppo,2,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,11007,35501
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,1.3,,,1,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,4143,24837
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,1.2,Sierra,pupper,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,1667,7467
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,1.2,,doggo,2,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,5669,28031
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,1.3,,,3,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,3884,15029
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,1.3,Monkey,,1,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,3911,21309
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,1.2,,,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,9429,41606
872261713294495745,2017-06-07 01:19:32+00:00,Twitter for iPhone,1.3,Harry,,2,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True,6649,35085
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,1.3,Lassie,,1,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,11918,39090
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,1.2,Rover,pupper,2,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,3678,20787
871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,1.2,Napolean,doggo,2,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,3628,20730
871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,1.3,Boomer,,1,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,3999,23255
870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,1.3,Cody,,4,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True,2817,12819
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,1.3,Zoey,,1,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,27680,85011
870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,1.3,Rumble,,2,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True,4384,22453
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,1.3,Dewey,,1,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True,10663,43710
869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,1.3,Stanley,,1,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,6728,29116
869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,1.2,Scout,doggo,1,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,3327,16476
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,1.3,Gizmo,,1,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,4023,21112
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,1.3,,,1,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,6275,28295
868552278524837888,2017-05-27 19:39:34+00:00,Twitter for iPhone,1.2,Cooper,,1,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True,2240,10539
867900495410671616,2017-05-26 00:29:37+00:00,Twitter for iPhone,1.2,,,1,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,4439,24964
867774946302451713,2017-05-25 16:10:44+00:00,Twitter for iPhone,1.3,Harold,,2,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True,7788,35179
867421006826221569,2017-05-24 16:44:18+00:00,Twitter for iPhone,1.2,Shikha,puppo,1,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,2697,16755
867051520902168576,2017-05-23 16:16:06+00:00,Twitter for iPhone,1.3,,,1,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,8425,33420
866686824827068416,2017-05-22 16:06:55+00:00,Twitter for iPhone,1.2,Lili,,1,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,3727,20070
866450705531457537,2017-05-22 00:28:40+00:00,Twitter for iPhone,1.3,Jamesy,pupper,2,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,32883,106827
866334964761202691,2017-05-21 16:48:45+00:00,Twitter for iPhone,1.2,Coco,,1,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True,15546,54720
865718153858494464,2017-05-19 23:57:46+00:00,Twitter for iPhone,1.3,Boomer,,1,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True,6008,26640
865359393868664832,2017-05-19 00:12:11+00:00,Twitter for iPhone,1.3,Sammy,,2,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,5384,27530
865006731092295680,2017-05-18 00:50:50+00:00,Twitter for iPhone,1.3,Nelly,,1,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True,8209,29063
864279568663928832,2017-05-16 00:41:21+00:00,Twitter for iPhone,1.2,Meatball,,1,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,3266,15195
864197398364647424,2017-05-15 19:14:50+00:00,Twitter for iPhone,1.3,Paisley,,4,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True,9616,31459
863553081350529029,2017-05-14 00:34:33+00:00,Twitter for iPhone,1.3,Neptune,,1,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True,4489,15935
863432100342583297,2017-05-13 16:33:49+00:00,Twitter for iPhone,1.2,Belle,,1,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,beagle,0.07948939999999999,True,5664,24829
863062471531167744,2017-05-12 16:05:02+00:00,Twitter for iPhone,1.3,Quinn,,2,French_bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True,2687,8945
862831371563274240,2017-05-12 00:46:44+00:00,Twitter for iPhone,1.3,Zooey,,2,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True,5457,20011
862722525377298433,2017-05-11 17:34:13+00:00,Twitter for iPhone,1.1,Dave,,1,basset,0.39333,True,beagle,0.24203400000000005,True,boxer,0.0776925,True,3809,17779
862096992088072192,2017-05-10 00:08:34+00:00,Twitter for iPhone,1.3,,,2,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,21840,66437
861383897657036800,2017-05-08 00:54:59+00:00,Twitter for iPhone,1.3,Hobbes,,1,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True,11528,37744
861005113778896900,2017-05-06 23:49:50+00:00,Twitter for iPhone,1.2,Burt,,1,German_shepherd,0.507951,True,Pembroke,0.136113,True,muzzle,0.07576419999999999,False,4119,17538
860563773140209665,2017-05-05 18:36:06+00:00,Twitter for iPhone,1.3,Lorenzo,,1,Cardigan,0.583936,True,Pembroke,0.0559794,True,beagle,0.0458957,True,2334,7878
860524505164394496,2017-05-05 16:00:04+00:00,Twitter for iPhone,1.3,Carl,,1,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,Lakeland_terrier,0.08795069999999999,True,5698,24678
859924526012018688,2017-05-04 00:15:58+00:00,Twitter for iPhone,1.2,Milky,,1,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,hog,0.10027,False,4349,20021
859851578198683649,2017-05-03 19:26:06+00:00,Twitter for iPhone,1.3,Trooper,,4,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True,3780,16105
859607811541651456,2017-05-03 03:17:27+00:00,Twitter for iPhone,1.3,,puppo,1,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,1704,19476
858843525470990336,2017-05-01 00:40:27+00:00,Twitter for iPhone,1.3,,doggo,1,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True,3771,16304
858471635011153920,2017-04-30 00:02:42+00:00,Twitter for iPhone,1.3,Sophie,,1,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True,5271,22640
858107933456039936,2017-04-28 23:57:28+00:00,Twitter for iPhone,1.2,Wyatt,,1,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False,3154,16524
857989990357356544,2017-04-28 16:08:49+00:00,Twitter for iPhone,1.2,Rosie,,1,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True,2812,16952
857746408056729600,2017-04-28 00:00:54+00:00,Twitter for iPhone,1.3,Thor,,1,Labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True,11524,36021
857393404942143489,2017-04-27 00:38:11+00:00,Twitter for iPhone,1.3,,,3,malamute,0.8415969999999999,True,Siberian_husky,0.0736435,True,Eskimo_dog,0.0721286,True,1785,6236
857263160327368704,2017-04-26 16:00:39+00:00,Twitter for iPhone,1.3,Oscar,,1,Samoyed,0.998021,True,Pomeranian,0.000921636,True,keeshond,0.000311261,True,4934,21041
857029823797047296,2017-04-26 00:33:27+00:00,Twitter for iPhone,1.2,Zeke,,2,golden_retriever,0.968623,True,Labrador_retriever,0.0103252,True,Saluki,0.00414842,True,4364,19910
856543823941562368,2017-04-24 16:22:16+00:00,Twitter for iPhone,1.2,Callie,,1,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True,3131,17135
856282028240666624,2017-04-23 23:01:59+00:00,Twitter for iPhone,1.4,Cermet,,4,Chihuahua,0.8765430000000001,True,Italian_greyhound,0.032961800000000006,True,Cardigan,0.0207759,True,6841,29086
855851453814013952,2017-04-22 18:31:02+00:00,Twitter for iPhone,1.3,,doggo,1,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True,19196,47844
855459453768019968,2017-04-21 16:33:22+00:00,Twitter for iPhone,1.2,,,2,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True,8987,31657
854732716440526848,2017-04-19 16:25:34+00:00,Twitter for iPhone,1.2,Marlee,,1,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,chow,0.0284106,True,6690,24188
854482394044301312,2017-04-18 23:50:52+00:00,Twitter for iPhone,1.3,Arya,,1,Chihuahua,0.26024200000000003,True,toy_poodle,0.189158,True,Labrador_retriever,0.14419500000000002,True,7608,31131
854365224396361728,2017-04-18 16:05:17+00:00,Twitter for iPhone,1.3,Einstein,,1,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,5159,20046
854120357044912130,2017-04-17 23:52:16+00:00,Twitter for iPhone,1.4,,pupper,4,black-and-tan_coonhound,0.8548610000000001,True,Doberman,0.0507918,True,bluetick,0.0217617,True,8285,33911
854010172552949760,2017-04-17 16:34:26+00:00,Twitter for iPhone,1.1,,doggo,1,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True,3433,17169
853760880890318849,2017-04-17 00:03:50+00:00,Twitter for iPhone,1.2,Alice,,1,miniature_pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True,6403,30414
853639147608842240,2017-04-16 16:00:07+00:00,Twitter for iPhone,1.3,,,1,German_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True,11265,37198
852912242202992640,2017-04-14 15:51:39+00:00,Twitter for iPhone,1.2,Benny,,1,Great_Dane,0.7837649999999999,True,Rhodesian_ridgeback,0.114147,True,English_foxhound,0.0464395,True,2037,9658
852672615818899456,2017-04-13 23:59:28+00:00,Twitter for iPhone,1.2,Aspen,,1,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True,2388,15939
852553447878664193,2017-04-13 16:05:56+00:00,Twitter for iPhone,1.3,Jarod,,1,bloodhound,0.186498,True,Brabancon_griffon,0.13902799999999998,True,Rottweiler,0.12594,True,3885,17492
851591660324737024,2017-04-11 00:24:08+00:00,Twitter for iPhone,1.1,,,1,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True,3819,17300
850753642995093505,2017-04-08 16:54:09+00:00,Twitter for iPhone,1.1,Kyle,,1,pug,0.996952,True,bull_mastiff,0.000995901,True,French_bulldog,0.00088338,True,10352,33348
850380195714523136,2017-04-07 16:10:12+00:00,Twitter for iPhone,1.3,Leo,,1,Yorkshire_terrier,0.249012,True,Maltese_dog,0.166364,True,Shih-Tzu,0.142254,True,2915,13994
850019790995546112,2017-04-06 16:18:05+00:00,Twitter for iPhone,1.2,Boomer,pupper,3,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.052335300000000015,True,5459,21944
849776966551130114,2017-04-06 00:13:11+00:00,Twitter for iPhone,1.2,,,2,Chihuahua,0.292092,True,toy_terrier,0.136852,True,bonnet,0.103111,False,8404,32390
849412302885593088,2017-04-05 00:04:08+00:00,Twitter for iPhone,1.2,Noosh,,4,schipperke,0.907559,True,crossword_puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True,3487,17039
